taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_orders.report,W133-25PVC-2-17_kraken2_bracken_orders.report,W132-25PVC-1-17_kraken2_bracken_orders.report,W131-25PET-3-17_kraken2_bracken_orders.report,W130-25PET-2-17_kraken2_bracken_orders.report,W129-25PET-1-17_kraken2_bracken_orders.report,W128-25PE0.6-3-17_kraken2_bracken_orders.report,W127-25PE0.6-2-17_kraken2_bracken_orders.report,W126-25PE0.6-1-17_kraken2_bracken_orders.report,W125-25S-3-17_kraken2_bracken_orders.report,W124-25S-2-17_kraken2_bracken_orders.report,W123-25S-1-17_kraken2_bracken_orders.report,Q66-25S-3-0_kraken2_bracken_orders.report,Q65-25S-2-0_kraken2_bracken_orders.report,Q64-25S-1-0_kraken2_bracken_orders.report,Q63-25PVC-3-11_kraken2_bracken_orders.report,Q62-25PVC-2-11_kraken2_bracken_orders.report,Q61-25PVC-1-11_kraken2_bracken_orders.report,Q60-25PET-3-11_kraken2_bracken_orders.report,Q59-25PET-2-11_kraken2_bracken_orders.report,Q58-25PET-1-11_kraken2_bracken_orders.report,Q57-25PE0.6-3-11_kraken2_bracken_orders.report,Q56-25PE0.6-2-11_kraken2_bracken_orders.report,Q55-25PE0.6-1-11_kraken2_bracken_orders.report,Q54-25S-3-11_kraken2_bracken_orders.report,Q53-25S-2-11_kraken2_bracken_orders.report,Q52-25S-1-11_kraken2_bracken_orders.report,Q51-25PVC-3-3_kraken2_bracken_orders.report,Q50-25PVC-2-3_kraken2_bracken_orders.report,Q49-25PVC-1-3_kraken2_bracken_orders.report,Q48-25PET-3-3_kraken2_bracken_orders.report,Q47-25PET-2-3_kraken2_bracken_orders.report,Q46-25PET-1-3_kraken2_bracken_orders.report,Q45-25PE0.6-3-3_kraken2_bracken_orders.report,Q44-25PE0.6-2-3_kraken2_bracken_orders.report,Q43-25PE0.6-1-3_kraken2_bracken_orders.report,Q42-25S-3-3_kraken2_bracken_orders.report,Q41-25S-2-3_kraken2_bracken_orders.report,Q40-25S-1-3_kraken2_bracken_orders.report,Q34-25PE0.1-2-11_kraken2_bracken_orders.report,Q33-25PE0.1-1-11_kraken2_bracken_orders.report,Q32-25PE0.1-2-3_kraken2_bracken_orders.report,Q31-25PE0.1-1-3_kraken2_bracken_orders.report
C,191410,              Chlorobiia,28.0,20.0,19.0,30.0,35.0,21.0,52.0,41.0,25.0,55.0,24.0,26.0,68.0,52.0,77.0,9.0,8.0,8.0,14.0,20.0,17.0,10.0,5.0,8.0,8.0,20.0,9.0,13.0,13.0,25.0,27.0,16.0,6.0,28.0,19.0,13.0,46.0,34.0,21.0,14.0,28.0,25.0,34.0
O,191411,                Chlorobiales,28.0,20.0,19.0,30.0,35.0,21.0,52.0,41.0,25.0,55.0,24.0,26.0,68.0,52.0,77.0,9.0,8.0,8.0,14.0,20.0,17.0,10.0,5.0,8.0,8.0,20.0,9.0,13.0,13.0,25.0,27.0,16.0,6.0,28.0,19.0,13.0,46.0,34.0,21.0,14.0,28.0,25.0,34.0
C,200643,              Bacteroidia,2301.0,1761.0,2044.0,4846.0,6764.0,6874.0,6560.0,1311.0,1876.0,2503.0,786.0,1283.0,2212.0,940.0,784.0,259.0,496.0,356.0,1256.0,2666.0,2502.0,2021.0,597.0,1547.0,1859.0,3473.0,1767.0,110.0,100.0,101.0,370.0,366.0,587.0,565.0,1307.0,587.0,984.0,940.0,1387.0,1563.0,2153.0,1140.0,341.0
O,200644,                Flavobacteriales,80791.0,94821.0,105578.0,87805.0,72574.0,71481.0,43473.0,42205.0,76792.0,57042.0,44233.0,46752.0,126290.0,100552.0,95576.0,111379.0,139742.0,137741.0,120744.0,84021.0,114874.0,52221.0,29529.0,64442.0,30240.0,35941.0,59017.0,1084942.0,1409627.0,1108533.0,469380.0,376654.0,244982.0,169636.0,142198.0,96456.0,72916.0,73494.0,64735.0,48370.0,50672.0,345427.0,254392.0
O,200666,                Sphingobacteriales,3635.0,4072.0,3990.0,5080.0,5218.0,6968.0,5063.0,9450.0,6727.0,15201.0,11478.0,10370.0,793.0,994.0,779.0,3707.0,5140.0,2597.0,3243.0,6765.0,8973.0,6456.0,24127.0,5805.0,4591.0,7269.0,7296.0,3888.0,4419.0,2488.0,1744.0,2101.0,1974.0,2225.0,1852.0,1910.0,2405.0,3050.0,2182.0,5054.0,4112.0,1953.0,1414.0
P,200783,        Aquificota,,3.0,,3.0,2.0,,2.0,3.0,3.0,5.0,,3.0,8.0,5.0,4.0,,,,,,,,,,5.0,3.0,,3.0,,3.0,,,,2.0,,,2.0,,2.0,6.0,,,
P,200795,        Chloroflexota,276.0,412.0,418.0,475.0,467.0,507.0,602.0,500.0,352.0,568.0,536.0,503.0,1873.0,1190.0,1214.0,168.0,149.0,217.0,434.0,291.0,246.0,443.0,325.0,283.0,377.0,433.0,432.0,278.0,303.0,426.0,518.0,300.0,430.0,489.0,461.0,395.0,550.0,570.0,559.0,343.0,384.0,383.0,734.0
P,200918,        Thermotogota,,,,,3.0,,,2.0,,,,,,,3.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,2.0,,,
P,200930,        Deferribacterota,3.0,5.0,,7.0,,13.0,6.0,,,,,,7.0,8.0,6.0,,,,,,,,,4.0,,3.0,,,,,2.0,,,,,,,,,,,2.0,
P,200938,        Chrysiogenota,,,,,,,,,,,221.0,,596.0,449.0,339.0,,,,60.0,87.0,,,,,,75.0,,,,,,,,,,,,77.0,,,,52.0,
P,200940,        Thermodesulfobacteriota,803.0,1055.0,1007.0,2342.0,3568.0,4403.0,6484.0,3823.0,3486.0,3536.0,4289.0,4013.0,14695.0,14811.0,12941.0,454.0,395.0,491.0,1971.0,1262.0,944.0,2133.0,1862.0,1120.0,1780.0,2583.0,1483.0,1353.0,1492.0,1842.0,2308.0,1524.0,2741.0,2922.0,3563.0,2896.0,3812.0,3782.0,4388.0,1668.0,1981.0,1564.0,3800.0
P,201174,        Actinomycetota,495698.0,586708.0,603892.0,381106.0,288693.0,303242.0,456342.0,348275.0,247724.0,304447.0,286562.0,302072.0,554770.0,467534.0,439602.0,689030.0,540614.0,726967.0,354843.0,236394.0,200476.0,280530.0,209437.0,181650.0,218610.0,236165.0,226426.0,1447911.0,1519076.0,1465473.0,435644.0,303410.0,315189.0,340322.0,297738.0,282924.0,307818.0,295938.0,294285.0,286722.0,317891.0,457192.0,452658.0
C,203486,          Dictyoglomia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
O,203487,            Dictyoglomales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
C,203490,          Fusobacteriia,2.0,2.0,6.0,3.0,9.0,4.0,8.0,2.0,5.0,9.0,20.0,2.0,7.0,3.0,6.0,4.0,6.0,5.0,,7.0,6.0,6.0,4.0,6.0,9.0,5.0,7.0,4.0,3.0,9.0,5.0,,3.0,4.0,7.0,,7.0,2.0,,4.0,4.0,3.0,7.0
O,203491,            Fusobacteriales,2.0,2.0,6.0,3.0,9.0,4.0,8.0,2.0,5.0,9.0,20.0,2.0,7.0,3.0,6.0,4.0,6.0,5.0,,7.0,6.0,6.0,4.0,6.0,9.0,5.0,7.0,4.0,3.0,9.0,5.0,,3.0,4.0,7.0,,7.0,2.0,,4.0,4.0,3.0,7.0
C,203494,            Verrucomicrobiia,1077.0,1042.0,1314.0,1706.0,1734.0,1319.0,1837.0,772.0,720.0,752.0,810.0,733.0,3968.0,3165.0,3148.0,1768.0,1529.0,2352.0,2905.0,2054.0,1984.0,1622.0,1470.0,1828.0,1799.0,1762.0,1501.0,2551.0,2702.0,2977.0,5319.0,6301.0,6162.0,4739.0,4629.0,3937.0,3664.0,3803.0,3790.0,1476.0,1512.0,5280.0,3279.0
P,203682,          Planctomycetota,14184.0,17309.0,17009.0,10074.0,10539.0,10994.0,13745.0,11998.0,9828.0,12344.0,11816.0,11802.0,21723.0,18528.0,18588.0,10103.0,10218.0,10055.0,9023.0,8812.0,7789.0,10123.0,8582.0,7529.0,9768.0,11266.0,9974.0,9230.0,9404.0,11361.0,9139.0,8132.0,9585.0,9722.0,9197.0,8285.0,9990.0,10054.0,10438.0,10229.0,10657.0,9888.0,10205.0
C,203683,            Planctomycetia,14116.0,17175.0,16907.0,9991.0,10435.0,10908.0,13624.0,11893.0,9738.0,12254.0,11692.0,11690.0,21337.0,18143.0,18032.0,10045.0,10194.0,10009.0,8961.0,8761.0,7737.0,10039.0,8540.0,7479.0,9690.0,11187.0,9920.0,9083.0,9269.0,10967.0,8999.0,8046.0,9477.0,9583.0,9071.0,8166.0,9837.0,9907.0,10296.0,10163.0,10585.0,9795.0,10067.0
P,203691,        Spirochaetota,188.0,409.0,174.0,393.0,352.0,400.0,1243.0,737.0,710.0,1002.0,1171.0,465.0,1731.0,1597.0,1466.0,29.0,13.0,29.0,292.0,327.0,170.0,127.0,117.0,216.0,151.0,572.0,369.0,37.0,46.0,55.0,296.0,77.0,231.0,328.0,160.0,282.0,393.0,429.0,280.0,118.0,257.0,191.0,412.0
C,203692,          Spirochaetia,188.0,409.0,174.0,393.0,352.0,400.0,1243.0,737.0,710.0,1002.0,1171.0,465.0,1731.0,1597.0,1466.0,29.0,13.0,29.0,292.0,327.0,170.0,127.0,117.0,216.0,151.0,572.0,369.0,37.0,46.0,55.0,296.0,77.0,231.0,328.0,160.0,282.0,393.0,429.0,280.0,118.0,257.0,191.0,412.0
C,203693,          Nitrospiria,1963.0,2886.0,2613.0,2180.0,2893.0,2851.0,3324.0,2194.0,1584.0,2226.0,2196.0,2148.0,3737.0,3382.0,3461.0,1209.0,1390.0,1306.0,1436.0,1123.0,878.0,1476.0,937.0,783.0,1200.0,1556.0,1082.0,1012.0,1250.0,1548.0,1919.0,1143.0,1724.0,1858.0,2027.0,1512.0,2041.0,2091.0,2337.0,1200.0,1634.0,1649.0,2740.0
P,204428,          Chlamydiota,3.0,5.0,5.0,3.0,8.0,7.0,10.0,6.0,14.0,9.0,5.0,13.0,21.0,16.0,13.0,8.0,5.0,4.0,9.0,6.0,8.0,4.0,5.0,6.0,5.0,9.0,8.0,10.0,5.0,16.0,9.0,10.0,12.0,19.0,6.0,10.0,9.0,10.0,8.0,6.0,5.0,6.0,4.0
C,204429,            Chlamydiia,3.0,5.0,5.0,3.0,8.0,7.0,10.0,6.0,14.0,9.0,5.0,13.0,21.0,16.0,13.0,8.0,5.0,4.0,9.0,6.0,8.0,4.0,5.0,6.0,5.0,9.0,8.0,10.0,5.0,16.0,9.0,10.0,12.0,19.0,6.0,10.0,9.0,10.0,8.0,6.0,5.0,6.0,4.0
C,204432,          Terriglobia,440.0,665.0,608.0,1018.0,976.0,1075.0,1353.0,1285.0,938.0,1293.0,1085.0,1106.0,1393.0,1075.0,1013.0,165.0,226.0,275.0,798.0,581.0,586.0,870.0,665.0,597.0,701.0,852.0,727.0,267.0,287.0,369.0,747.0,496.0,759.0,787.0,649.0,673.0,819.0,795.0,864.0,695.0,868.0,525.0,790.0
O,204433,            Terriglobales,384.0,599.0,507.0,874.0,814.0,897.0,1116.0,1063.0,755.0,1041.0,893.0,904.0,1172.0,917.0,838.0,144.0,195.0,241.0,672.0,469.0,494.0,717.0,545.0,490.0,581.0,699.0,600.0,248.0,258.0,332.0,633.0,413.0,635.0,666.0,532.0,568.0,701.0,672.0,752.0,578.0,732.0,453.0,665.0
O,204441,            Rhodospirillales,2149.0,3026.0,2882.0,2345.0,2542.0,2737.0,3361.0,2867.0,2094.0,2845.0,2512.0,2534.0,6057.0,3807.0,3531.0,1991.0,1803.0,1912.0,2320.0,2310.0,1934.0,2554.0,1972.0,1800.0,2042.0,2362.0,2194.0,2229.0,2274.0,2971.0,2264.0,2091.0,2321.0,2621.0,2523.0,2196.0,2850.0,2859.0,3137.0,1918.0,2521.0,2319.0,2933.0
O,204455,            Rhodobacterales,192443.0,201543.0,182062.0,134760.0,126564.0,135458.0,135520.0,124125.0,129897.0,145914.0,119532.0,120726.0,109792.0,91387.0,94055.0,175255.0,194970.0,182334.0,134880.0,138206.0,123761.0,169732.0,137552.0,123587.0,129979.0,132241.0,142605.0,139314.0,153872.0,149598.0,114898.0,118200.0,107324.0,129689.0,114649.0,105310.0,96444.0,95376.0,89834.0,215125.0,210046.0,194677.0,156870.0
O,204457,            Sphingomonadales,3420195.0,2969430.0,2839213.0,2872564.0,2384320.0,2548086.0,2617109.0,2766983.0,3103320.0,2196576.0,1804421.0,1793416.0,186731.0,166079.0,171888.0,4024825.0,4222926.0,4038721.0,3870174.0,3139682.0,3935450.0,4397029.0,3778931.0,4094316.0,3170794.0,3414790.0,3560157.0,2025717.0,2303685.0,2058072.0,2870322.0,3714250.0,3364253.0,3255129.0,3064484.0,2904633.0,2524158.0,2459425.0,2383541.0,3930569.0,3843620.0,4074927.0,2884493.0
O,204458,            Caulobacterales,120238.0,110968.0,163361.0,20482.0,37095.0,38319.0,81841.0,84533.0,103414.0,12835.0,25407.0,61605.0,16909.0,13903.0,13964.0,238883.0,250014.0,393715.0,84809.0,110426.0,111165.0,236644.0,207716.0,211303.0,101652.0,139891.0,236187.0,296831.0,355620.0,307635.0,274442.0,276493.0,244382.0,218551.0,191596.0,191604.0,166714.0,171859.0,158561.0,168414.0,100339.0,260742.0,190177.0
O,206351,            Neisseriales,1456.0,2637.0,2549.0,6373.0,6964.0,7337.0,14319.0,10701.0,8340.0,11966.0,12478.0,12356.0,11951.0,10552.0,10542.0,791.0,747.0,922.0,5179.0,4189.0,3539.0,7576.0,5163.0,5268.0,1158.0,7261.0,1056.0,1246.0,1384.0,1862.0,6184.0,5456.0,6448.0,7170.0,7237.0,5904.0,8258.0,8616.0,9406.0,5236.0,6525.0,5041.0,7703.0
O,206389,            Rhodocyclales,20996.0,37465.0,28850.0,44773.0,66900.0,66384.0,120981.0,65753.0,41870.0,91250.0,72432.0,70596.0,226013.0,175212.0,192500.0,8405.0,5070.0,8788.0,31769.0,23305.0,29548.0,39226.0,29747.0,35348.0,41896.0,52868.0,44195.0,22150.0,21259.0,32698.0,58818.0,31914.0,73594.0,65493.0,66222.0,50448.0,80382.0,67332.0,70749.0,27976.0,38647.0,36774.0,66764.0
O,213115,            Desulfovibrionales,187.0,218.0,172.0,543.0,262.0,970.0,1684.0,1139.0,286.0,423.0,497.0,689.0,3442.0,3169.0,2609.0,130.0,121.0,64.0,331.0,232.0,246.0,259.0,310.0,401.0,292.0,419.0,188.0,365.0,291.0,573.0,495.0,229.0,538.0,519.0,876.0,557.0,817.0,691.0,618.0,227.0,291.0,356.0,664.0
O,213118,            Desulfobacterales,93.0,147.0,105.0,221.0,303.0,400.0,346.0,366.0,143.0,362.0,345.0,309.0,2070.0,2140.0,1748.0,65.0,64.0,80.0,143.0,99.0,102.0,120.0,121.0,93.0,187.0,197.0,183.0,312.0,263.0,367.0,353.0,290.0,298.0,346.0,543.0,439.0,491.0,583.0,672.0,189.0,251.0,259.0,305.0
O,213462,            Syntrophobacterales,96.0,135.0,82.0,240.0,208.0,158.0,211.0,216.0,72.0,295.0,223.0,320.0,1020.0,920.0,929.0,70.0,23.0,57.0,131.0,68.0,100.0,156.0,118.0,71.0,90.0,302.0,271.0,89.0,179.0,84.0,189.0,69.0,200.0,176.0,134.0,213.0,234.0,263.0,362.0,67.0,163.0,85.0,223.0
O,213481,            Bdellovibrionales,15.0,8.0,21.0,42.0,28.0,20.0,61.0,128.0,190.0,60.0,20.0,9.0,67.0,79.0,58.0,33.0,27.0,33.0,32.0,27.0,21.0,118.0,305.0,247.0,17.0,19.0,11.0,39.0,42.0,34.0,22.0,16.0,25.0,29.0,32.0,28.0,34.0,37.0,35.0,28.0,42.0,46.0,25.0
O,213849,            Campylobacterales,79.0,67.0,88.0,144.0,286.0,324.0,570.0,149.0,148.0,220.0,144.0,179.0,275.0,501.0,567.0,23.0,23.0,37.0,83.0,70.0,136.0,72.0,59.0,78.0,80.0,76.0,95.0,14.0,21.0,32.0,44.0,86.0,104.0,65.0,74.0,106.0,109.0,48.0,101.0,37.0,51.0,38.0,62.0
C,219685,            Gemmatimonadia,2029.0,3419.0,3072.0,5102.0,5730.0,5869.0,10415.0,8165.0,5170.0,6993.0,7288.0,7200.0,6692.0,5765.0,5949.0,745.0,658.0,1050.0,2997.0,2360.0,1966.0,4306.0,3136.0,2970.0,3093.0,3793.0,2774.0,1133.0,1458.0,2124.0,3543.0,2118.0,3428.0,3592.0,3897.0,2959.0,4104.0,4049.0,4584.0,2625.0,3788.0,2495.0,4463.0
O,219686,              Gemmatimonadales,1955.0,3303.0,2983.0,4981.0,5614.0,5743.0,10210.0,7995.0,5079.0,6843.0,7144.0,7079.0,6509.0,5625.0,5782.0,714.0,633.0,1000.0,2899.0,2276.0,1892.0,4207.0,3057.0,2899.0,3006.0,3681.0,2681.0,1079.0,1410.0,2071.0,3429.0,2038.0,3344.0,3495.0,3800.0,2884.0,3987.0,3937.0,4472.0,2548.0,3686.0,2409.0,4340.0
P,221235,          Candidatus Absconditibacteriota,,,,,3.0,3.0,,,,,,,6.0,,,,,,,,2.0,,,,,,2.0,,,,,,,,2.0,,,,,,,,
C,224756,            Methanomicrobia,64.0,77.0,80.0,81.0,69.0,74.0,91.0,60.0,83.0,93.0,88.0,63.0,279.0,224.0,301.0,63.0,121.0,82.0,101.0,96.0,149.0,93.0,114.0,195.0,93.0,140.0,95.0,148.0,150.0,122.0,111.0,153.0,125.0,101.0,135.0,111.0,94.0,156.0,124.0,93.0,71.0,179.0,108.0
O,225057,            Acidithiobacillales,116.0,287.0,123.0,318.0,158.0,352.0,514.0,187.0,240.0,405.0,407.0,495.0,892.0,699.0,853.0,78.0,64.0,61.0,309.0,137.0,120.0,143.0,122.0,105.0,97.0,123.0,103.0,98.0,151.0,150.0,247.0,214.0,292.0,206.0,192.0,234.0,404.0,235.0,332.0,86.0,171.0,164.0,323.0
O,235899,            Nautiliales,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,255473,            Parvularculales,55.0,81.0,51.0,65.0,55.0,40.0,59.0,85.0,64.0,32.0,24.0,47.0,34.0,68.0,19.0,24.0,77.0,76.0,78.0,49.0,62.0,69.0,36.0,106.0,49.0,76.0,56.0,34.0,65.0,73.0,52.0,59.0,52.0,55.0,59.0,36.0,31.0,42.0,47.0,46.0,73.0,53.0,45.0
P,256845,          Lentisphaerota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
O,278081,              Lentisphaerales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
C,292625,          Anaerolineae,60.0,83.0,78.0,109.0,108.0,123.0,158.0,105.0,78.0,146.0,110.0,103.0,354.0,325.0,357.0,44.0,33.0,47.0,127.0,69.0,54.0,113.0,93.0,77.0,97.0,114.0,113.0,60.0,85.0,103.0,143.0,62.0,108.0,119.0,124.0,114.0,150.0,125.0,155.0,87.0,87.0,87.0,107.0
O,292629,            Anaerolineales,60.0,83.0,78.0,109.0,108.0,123.0,158.0,105.0,78.0,146.0,110.0,103.0,354.0,325.0,357.0,44.0,33.0,47.0,127.0,69.0,54.0,113.0,93.0,77.0,97.0,114.0,113.0,60.0,85.0,103.0,143.0,62.0,108.0,119.0,124.0,114.0,150.0,125.0,155.0,87.0,87.0,87.0,107.0
C,301297,          Dehalococcoidia,,4.0,3.0,6.0,9.0,3.0,7.0,12.0,7.0,8.0,3.0,6.0,572.0,28.0,21.0,2.0,,3.0,14.0,7.0,5.0,5.0,5.0,4.0,2.0,2.0,13.0,9.0,4.0,9.0,9.0,,6.0,8.0,5.0,4.0,7.0,10.0,7.0,7.0,10.0,10.0,243.0
O,307595,              Gloeobacterales,4.0,,4.0,4.0,,5.0,8.0,6.0,,10.0,4.0,7.0,11.0,7.0,9.0,,,,4.0,2.0,3.0,8.0,4.0,10.0,2.0,2.0,,3.0,3.0,,2.0,,2.0,5.0,6.0,3.0,5.0,4.0,3.0,,2.0,6.0,7.0
C4,314146,                                            Euarchontoglires,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
O,332160,            Bryobacterales,56.0,66.0,101.0,144.0,162.0,178.0,237.0,222.0,183.0,252.0,192.0,202.0,221.0,158.0,175.0,21.0,31.0,34.0,126.0,112.0,92.0,153.0,120.0,107.0,120.0,153.0,127.0,19.0,29.0,37.0,114.0,83.0,124.0,121.0,117.0,105.0,118.0,123.0,112.0,117.0,136.0,72.0,125.0
O,362534,            Kordiimonadales,5.0,5.0,2.0,7.0,5.0,2.0,3.0,3.0,5.0,6.0,5.0,3.0,10.0,,8.0,4.0,13.0,4.0,4.0,3.0,2.0,9.0,7.0,,11.0,3.0,6.0,8.0,12.0,7.0,11.0,8.0,13.0,,7.0,7.0,4.0,6.0,5.0,2.0,,5.0,2.0
C,388447,          Ktedonobacteria,7.0,12.0,17.0,18.0,9.0,19.0,23.0,27.0,19.0,6.0,19.0,20.0,46.0,38.0,37.0,5.0,11.0,21.0,17.0,9.0,17.0,13.0,9.0,6.0,16.0,12.0,14.0,,11.0,5.0,13.0,6.0,23.0,23.0,25.0,11.0,19.0,21.0,7.0,6.0,6.0,9.0,17.0
O,388448,            Ktedonobacterales,7.0,12.0,17.0,18.0,9.0,19.0,23.0,27.0,19.0,6.0,19.0,20.0,46.0,38.0,37.0,5.0,11.0,21.0,17.0,9.0,17.0,13.0,9.0,6.0,16.0,12.0,14.0,,11.0,5.0,13.0,6.0,23.0,23.0,25.0,11.0,19.0,21.0,7.0,6.0,6.0,9.0,17.0
O,414714,            Catenulisporales,3.0,4.0,6.0,9.0,11.0,,,,16.0,,13.0,,,13.0,27.0,,,,7.0,,,10.0,,,,,8.0,,2.0,9.0,5.0,,,,,6.0,24.0,12.0,8.0,,,,
C,414999,            Opitutia,995.0,1557.0,1668.0,1325.0,2147.0,1851.0,2618.0,1648.0,1575.0,1675.0,2162.0,2147.0,2391.0,1936.0,2154.0,438.0,394.0,602.0,1016.0,921.0,467.0,1120.0,683.0,576.0,1024.0,1695.0,590.0,570.0,881.0,1114.0,1049.0,586.0,1058.0,1064.0,1121.0,757.0,1030.0,1102.0,1156.0,858.0,1417.0,735.0,1438.0
O,415000,              Opitutales,991.0,1557.0,1668.0,1318.0,2145.0,1846.0,2616.0,1648.0,1575.0,1675.0,2162.0,2131.0,2149.0,1742.0,1932.0,401.0,394.0,548.0,946.0,921.0,464.0,966.0,652.0,576.0,1016.0,1545.0,590.0,570.0,831.0,1036.0,1016.0,541.0,946.0,1064.0,987.0,687.0,978.0,1021.0,1156.0,814.0,1383.0,735.0,1326.0
O,415001,              Puniceicoccales,3.0,,,6.0,2.0,5.0,2.0,,,,,16.0,242.0,193.0,221.0,37.0,,54.0,69.0,,3.0,154.0,31.0,,7.0,149.0,,,49.0,78.0,32.0,45.0,111.0,,133.0,69.0,51.0,80.0,,43.0,33.0,,112.0
C,447830,          Endomicrobiia,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,
O,453227,            Desulfarculales,,59.0,60.0,3.0,115.0,34.0,81.0,106.0,96.0,154.0,10.0,143.0,290.0,232.0,303.0,2.0,2.0,17.0,3.0,81.0,,44.0,,83.0,4.0,59.0,8.0,57.0,2.0,3.0,53.0,34.0,100.0,67.0,57.0,136.0,86.0,97.0,114.0,113.0,126.0,54.0,113.0
P,456828,          Candidatus Cloacimonadota,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
C,475962,          Caldilineae,125.0,146.0,168.0,169.0,161.0,176.0,158.0,175.0,106.0,207.0,181.0,166.0,431.0,331.0,341.0,62.0,63.0,85.0,156.0,87.0,88.0,160.0,121.0,98.0,127.0,170.0,171.0,92.0,78.0,108.0,160.0,111.0,135.0,143.0,120.0,126.0,134.0,169.0,132.0,142.0,174.0,117.0,131.0
O,475963,            Caldilineales,125.0,146.0,168.0,169.0,161.0,176.0,158.0,175.0,106.0,207.0,181.0,166.0,431.0,331.0,341.0,62.0,63.0,85.0,156.0,87.0,88.0,160.0,121.0,98.0,127.0,170.0,171.0,92.0,78.0,108.0,160.0,111.0,135.0,143.0,120.0,126.0,134.0,169.0,132.0,142.0,174.0,117.0,131.0
O,485256,            Natranaerobiales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
P,508458,        Synergistota,2.0,10.0,2.0,6.0,2.0,6.0,21.0,17.0,3.0,14.0,2.0,6.0,34.0,26.0,10.0,2.0,,,6.0,7.0,,6.0,6.0,7.0,3.0,4.0,5.0,12.0,4.0,5.0,3.0,6.0,12.0,13.0,5.0,4.0,9.0,7.0,5.0,2.0,4.0,7.0,6.0
O,510684,            Sneathiellales,,,,,,2.0,2.0,2.0,2.0,,,,3.0,,3.0,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,3.0,
C,526524,          Erysipelotrichia,19.0,13.0,76.0,80.0,57.0,144.0,227.0,85.0,86.0,337.0,211.0,9.0,195.0,398.0,1022.0,43.0,29.0,36.0,141.0,202.0,32.0,49.0,96.0,104.0,136.0,191.0,3.0,14.0,3.0,24.0,65.0,19.0,22.0,36.0,191.0,52.0,30.0,46.0,45.0,27.0,57.0,397.0,93.0
O,526525,            Erysipelotrichales,19.0,13.0,76.0,80.0,57.0,144.0,227.0,85.0,86.0,337.0,211.0,9.0,195.0,398.0,1022.0,43.0,29.0,36.0,141.0,202.0,32.0,49.0,96.0,104.0,136.0,191.0,3.0,14.0,3.0,24.0,65.0,19.0,22.0,36.0,191.0,52.0,30.0,46.0,45.0,27.0,57.0,397.0,93.0
C,533205,          Holophagae,74.0,148.0,123.0,364.0,218.0,263.0,460.0,378.0,184.0,336.0,360.0,401.0,760.0,604.0,674.0,61.0,41.0,42.0,166.0,112.0,126.0,215.0,139.0,115.0,182.0,224.0,215.0,130.0,117.0,172.0,249.0,139.0,236.0,274.0,271.0,251.0,378.0,349.0,378.0,170.0,199.0,181.0,317.0
O,533206,            Acanthopleuribacterales,,10.0,4.0,6.0,7.0,4.0,10.0,10.0,5.0,9.0,6.0,9.0,19.0,10.0,4.0,3.0,3.0,,5.0,7.0,4.0,,,3.0,,4.0,3.0,,7.0,5.0,2.0,7.0,5.0,9.0,,,8.0,5.0,7.0,7.0,4.0,3.0,3.0
P,544448,        Mycoplasmatota,,,,,3.0,,,,,3.0,,3.0,65.0,,85.0,4.0,,,,,11.0,8.0,,,,4.0,,,,,,,,,,,,,,,,,
O,548681,            Herpesvirales,,,,4.0,,,3.0,,,,,,3.0,2.0,3.0,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,2.0,3.0,,,2.0
O,570264,              Methanocellales,3.0,2.0,2.0,,,3.0,,,3.0,2.0,10.0,2.0,9.0,5.0,2.0,,,,2.0,,,,,2.0,,,3.0,4.0,,,,2.0,,,,,2.0,,2.0,2.0,,,3.0
O,574975,            Holophagales,74.0,138.0,119.0,357.0,210.0,259.0,450.0,368.0,179.0,327.0,354.0,392.0,741.0,593.0,669.0,58.0,38.0,42.0,161.0,105.0,122.0,215.0,139.0,112.0,182.0,220.0,212.0,130.0,110.0,167.0,247.0,131.0,231.0,265.0,271.0,251.0,370.0,343.0,371.0,162.0,194.0,178.0,314.0
